node_id,lat,long
sxkc0k,40.9817504882813,29.1961669921875
sxk6sk,41.2454223632813,28.6688232421875
sxkc2d,41.0147094726563,29.2071533203125
sxk3hy,40.9927368164063,28.6907958984375
sxk1fj,41.1190795898438,28.2183837890625
sxk6sv,41.2509155273438,28.6907958984375
sxk1tx,41.0861206054688,28.3721923828125
sxk9du,41.0696411132813,28.9544677734375
sxk964,41.0147094726563,28.9215087890625
sxkdj4,41.1465454101563,29.0533447265625
sxk998,41.0476684570313,28.8995361328125
sxk999,41.0531616210938,28.8995361328125
sxk9b2,41.0916137695313,28.8446044921875
sxk9p7,40.9762573242188,29.1522216796875
sxk680,41.2234497070313,28.4820556640625
sxk9hq,40.9927368164063,29.0203857421875
sxkbut,40.9432983398438,29.3829345703125
sxkbhf,40.7949829101563,29.3939208984375
sxk3bw,41.1245727539063,28.5040283203125
sxk93g,41.0202026367188,28.9105224609375
sxk60q,41.1685180664063,28.4930419921875
sxk96y,41.0366821289063,28.9544677734375
sxkdk4,41.1904907226563,29.0093994140625
sxk6e6,41.2344360351563,28.6248779296875
sxk92f,41.0147094726563,28.8665771484375
sxk3zw,41.1245727539063,28.8116455078125
sxkcdr,41.0861206054688,29.2840576171875
sxk9s2,41.0476684570313,29.0203857421875
sxhzvw,40.7730102539063,29.4268798828125
sxkcgq,41.1245727539063,29.3280029296875
sxk9ec,41.0531616210938,28.9984130859375
sxk3p3,40.9652709960938,28.8006591796875
sxk8zz,40.9542846679688,29.1741943359375
sxk93f,41.0147094726563,28.9105224609375
sxk9ry,41.0366821289063,29.1741943359375
sxkc08,40.9597778320313,29.2071533203125
sxkd1w,41.1685180664063,28.8995361328125
sxk8zg,40.9323120117188,29.1741943359375
sxk907,40.9762573242188,28.8446044921875
sxkbg6,40.9268188476563,29.3280029296875
sxk3je,40.9762573242188,28.7237548828125
sxk9w9,41.0531616210938,29.1192626953125
sxk920,41.0037231445313,28.8336181640625
sxk3ey,41.0806274414063,28.6468505859375
sxk9dm,41.0751342773438,28.9324951171875
sxk3kv,41.0311889648438,28.6907958984375
sxk9ur,41.1300659179688,29.0203857421875
sxkf45,41.1520385742188,29.2730712890625
sxk966,41.0147094726563,28.9324951171875
sxk45d,41.1465454101563,28.2843017578125
sx7cx5,41.0641479492188,28.0865478515625
sxkdsg,41.2399291992188,29.0423583984375
sxk3bf,41.1026000976563,28.5150146484375
sxk1ch,41.1135864257813,28.1744384765625
sxk9mq,41.0366821289063,29.0643310546875
sxk92b,41.0037231445313,28.8665771484375
sxk3td,41.0586547851563,28.7237548828125
sxkdk5,41.1959838867188,29.0093994140625
sxk3bk,41.1135864257813,28.4930419921875
sxkb91,40.8773803710938,29.2291259765625
sxk3qg,41.0202026367188,28.7786865234375
sxk4xb,41.2234497070313,28.4710693359375
sxk1ej,41.0751342773438,28.2623291015625
sxkbs6,40.8828735351563,29.3719482421875
sxk3rn,41.0366821289063,28.7896728515625
sxk1wc,41.0531616210938,28.4271240234375
sxk3qr,41.0421752929688,28.7567138671875
sxk6db,41.2234497070313,28.6029052734375
sxkcu0,41.0916137695313,29.3609619140625
sxk3nz,40.9982299804688,28.7786865234375
sxk8xg,40.8883666992188,29.1741943359375
sxkc2z,41.0421752929688,29.2181396484375
sxk1fr,41.1300659179688,28.2293701171875
sxk6qh,41.2014770507813,28.7457275390625
sxk9uf,41.1026000976563,29.0423583984375
sxkbft,40.9432983398438,29.2950439453125
sxk3rs,41.0256958007813,28.8116455078125
sxkdqe,41.1959838867188,29.1192626953125
sxkcgw,41.1245727539063,29.3389892578125
sxk3xf,41.0586547851563,28.8226318359375
sxk3z5,41.1080932617188,28.7896728515625
sxk9q5,41.0202026367188,29.0972900390625
sxk6kd,41.1904907226563,28.6798095703125
sxk9kq,41.0366821289063,29.0203857421875
sxk9js,40.9817504882813,29.0753173828125
sxk9vj,41.1190795898438,29.0533447265625
sxk33w,41.0366821289063,28.5479736328125
sxk3s7,41.0641479492188,28.6688232421875
sxk9ps,40.9817504882813,29.1632080078125
sxk6gd,41.2783813476563,28.6358642578125
sxkc68,41.0037231445313,29.2950439453125
sxhzvr,40.7785034179688,29.4158935546875
sxk90j,40.9872436523438,28.8336181640625
sx7cxm,41.0751342773438,28.0975341796875
sxkde3,41.2289428710938,28.9764404296875
sxk967,41.0202026367188,28.9324951171875
sxk1x9,41.0531616210938,28.4600830078125
sxk8xt,40.8993530273438,29.1632080078125
sxk9sh,41.0696411132813,29.0093994140625
sxk9vc,41.0971069335938,29.0863037109375
sxk3w6,41.0586547851563,28.7567138671875
sxk4ps,41.1575317382813,28.4600830078125
sxk8zq,40.9487915039063,29.1522216796875
sxkfpq,41.1685180664063,29.5037841796875
sxkd83,41.2289428710938,28.8446044921875
sxk8zw,40.9487915039063,29.1632080078125
sxk97k,41.0256958007813,28.9764404296875
sxk6dc,41.2289428710938,28.6029052734375
sxkfpm,41.1630249023438,29.5037841796875
sxk91z,40.9982299804688,28.9105224609375
sxk3ph,40.9817504882813,28.7896728515625
sxk1b2,41.0916137695313,28.1414794921875
sxkcu8,41.0916137695313,29.3829345703125
sxk3xp,41.0861206054688,28.7896728515625
sxkbe9,40.8773803710938,29.3389892578125
sxkf1u,41.1575317382813,29.2620849609375
sxkc5k,40.9817504882813,29.3280029296875
sxkbe4,40.8828735351563,29.3170166015625
sxk6gf,41.2783813476563,28.6468505859375
sxk905,40.9762573242188,28.8336181640625
sxk98t,41.0751342773438,28.8555908203125
sxk37h,41.0256958007813,28.6138916015625
sxk93v,41.0311889648438,28.9105224609375
sx7fvc,41.2728881835938,28.0316162109375
sxkd49,41.1410522460938,28.9434814453125
sxkcv1,41.0971069335938,29.4049072265625
sxk3z3,41.0971069335938,28.8006591796875
sxkd4b,41.1355590820313,28.9544677734375
sxkber,40.9103393554688,29.3280029296875
sxk3gs,41.1135864257813,28.6358642578125
sxk9n7,40.9762573242188,29.1082763671875
sxk6xh,41.2454223632813,28.7896728515625
sx7cwf,41.0586547851563,28.0755615234375
sxk9qb,41.0037231445313,29.1302490234375
sxkd1u,41.1575317382813,28.9105224609375
sxk6xe,41.2399291992188,28.8116455078125
sxk3x8,41.0476684570313,28.8116455078125
sxhzvt,40.7675170898438,29.4268798828125
sxk9x2,41.0476684570313,29.1522216796875
sxkc60,41.0037231445313,29.2730712890625
sxkbu5,40.9323120117188,29.3609619140625
sxk96u,41.0256958007813,28.9544677734375
sxhzvq,40.7730102539063,29.4158935546875
sxkdhb,41.1355590820313,29.0423583984375
sxk3pw,40.9927368164063,28.8116455078125
sxk3b8,41.0916137695313,28.5040283203125
sxk3j7,40.9762573242188,28.7127685546875
sxkf1g,41.1520385742188,29.2620849609375
sxk99q,41.0806274414063,28.8885498046875
sxkc1d,40.9707641601563,29.2510986328125
sxk9t6,41.0586547851563,29.0643310546875
sxkbb0,40.9158325195313,29.1851806640625
sxkbs7,40.8883666992188,29.3719482421875
sxkb6q,40.8609008789063,29.2840576171875
sxkc2b,41.0037231445313,29.2181396484375
sxkbew,40.9048461914063,29.3389892578125
sxk6mf,41.1904907226563,28.7347412109375
sx7ckc,41.0092163085938,27.9876708984375
sxk3jk,40.9817504882813,28.7127685546875
sxkf1w,41.1685180664063,29.2510986328125
sxk9qn,41.0366821289063,29.0972900390625
sxkdhu,41.1575317382813,29.0423583984375
sxk1fw,41.1245727539063,28.2403564453125
sxk9v8,41.0916137695313,29.0753173828125
sxkc2k,41.0256958007813,29.1961669921875
sxk9dn,41.0806274414063,28.9215087890625
sxk9e3,41.0531616210938,28.9764404296875
sxk9es,41.0696411132813,28.9874267578125
sxk3qs,41.0256958007813,28.7677001953125
sxk9se,41.0641479492188,29.0313720703125
sxk6x5,41.2399291992188,28.7896728515625
sxkb8v,40.8993530273438,29.2181396484375
sxk9ue,41.1080932617188,29.0313720703125
sxkdjn,41.1685180664063,29.0533447265625
sxkbbc,40.9213256835938,29.2181396484375
sx7cwq,41.0806274414063,28.0535888671875
sxkbug,40.9323120117188,29.3939208984375
sxk9d5,41.0641479492188,28.9215087890625
sxk9rs,41.0256958007813,29.1632080078125
sxk9dp,41.0861206054688,28.9215087890625
sxk1gg,41.1080932617188,28.2952880859375
sxkbk2,40.8279418945313,29.3719482421875
sxk6wu,41.2454223632813,28.7786865234375
sxk1tc,41.0531616210938,28.3831787109375
sxk18p,41.0861206054688,28.1304931640625
sxk61x,41.1740112304688,28.5479736328125
sxk66y,41.2124633789063,28.6029052734375
sxk3er,41.0861206054688,28.6248779296875
sxkb7q,40.8609008789063,29.3280029296875
sxkbb3,40.9213256835938,29.1961669921875
sxk8zm,40.9432983398438,29.1522216796875
sxk8xr,40.9103393554688,29.1522216796875
sxk9w4,41.0586547851563,29.0972900390625
sxk9ss,41.0696411132813,29.0313720703125
sxk9k0,41.0037231445313,29.0093994140625
sxk9w3,41.0531616210938,29.1082763671875
sxkbgh,40.9378051757813,29.3170166015625
sxkd80,41.2234497070313,28.8336181640625
sxkbsj,40.8993530273438,29.3609619140625
sxk9r6,41.0147094726563,29.1522216796875
sxk9gh,41.1135864257813,28.9654541015625
sxkcdh,41.0696411132813,29.2730712890625
sxkcuc,41.0971069335938,29.3939208984375
sxk3nk,40.9817504882813,28.7567138671875
sxk9gp,41.1300659179688,28.9654541015625
sxkbg3,40.9213256835938,29.3280029296875
sxk1x1,41.0531616210938,28.4381103515625
sxk9gj,41.1190795898438,28.9654541015625
sxk4rd,41.1904907226563,28.4600830078125
sxk1sf,41.0586547851563,28.3392333984375
sxkcdf,41.0586547851563,29.3060302734375
sxkcvy,41.1245727539063,29.4378662109375
sxkdhx,41.1740112304688,29.0313720703125
sxk9bn,41.1245727539063,28.8336181640625
sxkc0r,40.9982299804688,29.1961669921875
sxkb6m,40.8554077148438,29.2840576171875
sxk61j,41.1630249023438,28.5260009765625
sxk3j5,40.9762573242188,28.7017822265625
sxk96q,41.0366821289063,28.9324951171875
sxkc0u,40.9817504882813,29.2181396484375
sxk92w,41.0366821289063,28.8555908203125
sxk922,41.0037231445313,28.8446044921875
sxkd2g,41.1959838867188,28.8665771484375
sxkc98,41.0476684570313,29.2510986328125
sxk3jm,40.9872436523438,28.7127685546875
sxk96d,41.0147094726563,28.9434814453125
sxk409,41.1410522460938,28.1524658203125
sxk6mw,41.2124633789063,28.7237548828125
sxm40v,41.1630249023438,29.5697021484375
sx7fmm,41.2069702148438,28.0096435546875
sxk9sp,41.0861206054688,29.0093994140625
sxkd2q,41.2124633789063,28.8446044921875
sxk3bm,41.1190795898438,28.4930419921875
sxk3t3,41.0531616210938,28.7127685546875
sxk3bd,41.1026000976563,28.5040283203125
sxkcgy,41.1245727539063,29.3499755859375
sxkd2n,41.2124633789063,28.8336181640625
sxk6xd,41.2344360351563,28.8116455078125
sx7fr9,41.1849975585938,28.1085205078125
sxkbsk,40.8938598632813,29.3719482421875
sxk6eu,41.2454223632813,28.6468505859375
sxk1xc,41.0531616210938,28.4710693359375
sxkc4x,40.9982299804688,29.2950439453125
sxk1u5,41.1080932617188,28.3062744140625
sxk96k,41.0256958007813,28.9324951171875
sxk38x,41.0861206054688,28.5040283203125
sxkdpu,41.1575317382813,29.1741943359375
sxk4jk,41.1575317382813,28.3612060546875
sxk97d,41.0147094726563,28.9874267578125
sxk6k9,41.1849975585938,28.6798095703125
sxk9s8,41.0476684570313,29.0313720703125
sxk3c4,41.1026000976563,28.5260009765625
sxk9pb,40.9597778320313,29.1741943359375
sxk3tk,41.0696411132813,28.7127685546875
sxk9hf,40.9707641601563,29.0423583984375
sxk9sx,41.0861206054688,29.0313720703125
sxkb8t,40.8993530273438,29.2071533203125
sxk9s3,41.0531616210938,29.0203857421875
sxk9nq,40.9927368164063,29.1082763671875
sxk1ge,41.1080932617188,28.2843017578125
sxkb3z,40.8663940429688,29.2620849609375
sxk3xr,41.0861206054688,28.8006591796875
sxk9uc,41.0971069335938,29.0423583984375
sx7ghm,41.3388061523438,27.9656982421875
sxk9kw,41.0366821289063,29.0313720703125
sxk3we,41.0641479492188,28.7677001953125
sxk3x1,41.0531616210938,28.7896728515625
sxkc83,41.0531616210938,29.1961669921875
sxkcsr,41.0861206054688,29.3719482421875
sxk9tp,41.0861206054688,29.0533447265625
sxk377,41.0202026367188,28.6248779296875
sxk9tc,41.0531616210938,29.0863037109375
sxk6mq,41.2124633789063,28.7127685546875
sxk1tw,41.0806274414063,28.3721923828125
sxkcvs,41.1135864257813,29.4268798828125
sxk449,41.1410522460938,28.2403564453125
sxk9vu,41.1135864257813,29.0863037109375
sxkd2t,41.2069702148438,28.8555908203125
sxk3ze,41.1080932617188,28.8116455078125
sxkcut,41.1190795898438,29.3829345703125
sxk9cd,41.1026000976563,28.8995361328125
sxk6pt,41.1630249023438,28.8116455078125
sxk3jf,40.9707641601563,28.7347412109375
sxk6e1,41.2289428710938,28.6138916015625
sxk9ky,41.0366821289063,29.0423583984375
sxkcf3,41.0971069335938,29.2840576171875
sx7fkw,41.2124633789063,27.9766845703125
sxk92u,41.0256958007813,28.8665771484375
sxkfnc,41.1410522460938,29.4818115234375
sxk9td,41.0586547851563,29.0753173828125
sxk4jh,41.1575317382813,28.3502197265625
sxk6ws,41.2454223632813,28.7677001953125
sxk9m4,41.0147094726563,29.0533447265625
sxk9qc,41.0092163085938,29.1302490234375
sxk9df,41.0586547851563,28.9544677734375
sx7cqp,41.0421752929688,28.0426025390625
sxkb8c,40.8773803710938,29.2181396484375
sxkb6e,40.8444213867188,29.2950439453125
sxk9np,40.9982299804688,29.0972900390625
sxk4pb,41.1355590820313,28.4710693359375
sxk3sg,41.0641479492188,28.6907958984375
sxk6ry,41.2124633789063,28.8226318359375
sxkc3h,41.0256958007813,29.2291259765625
sxkbdj,40.8993530273438,29.2730712890625
sxk9j9,40.9652709960938,29.0753173828125
sxk8xv,40.8993530273438,29.1741943359375
sxk38z,41.0861206054688,28.5150146484375
sxk9bq,41.1245727539063,28.8446044921875
sxkf46,41.1465454101563,29.2840576171875
sxk3ku,41.0256958007813,28.6907958984375
sxk6sw,41.2564086914063,28.6798095703125
sxkf26,41.1904907226563,29.1961669921875
sxk9hu,40.9817504882813,29.0423583984375
sx7cht,40.9872436523438,27.9766845703125
sxk3gb,41.0916137695313,28.6468505859375
sxk37q,41.0366821289063,28.6248779296875
sxkb6j,40.8554077148438,29.2730712890625
sx7fw8,41.2234497070313,28.0645751953125
sxk9u8,41.0916137695313,29.0313720703125
sxk1v3,41.0971069335938,28.3612060546875
sxkbvg,40.9323120117188,29.4378662109375
sxkbm9,40.8334350585938,29.4268798828125
sxk1em,41.0751342773438,28.2733154296875
sxkb9c,40.8773803710938,29.2620849609375
sxkdsc,41.2289428710938,29.0423583984375
sxk976,41.0147094726563,28.9764404296875
sxk9rw,41.0366821289063,29.1632080078125
sxk3ju,40.9817504882813,28.7347412109375
sxk60v,41.1630249023438,28.5150146484375
sx7fkq,41.2124633789063,27.9656982421875
sxk3g4,41.1026000976563,28.6138916015625
sxk96x,41.0421752929688,28.9434814453125
sxk1g4,41.1026000976563,28.2623291015625
sxk3s1,41.0531616210938,28.6578369140625
sxk601,41.1410522460938,28.4820556640625
sxk459,41.1410522460938,28.2843017578125
sxkf2u,41.2014770507813,29.2181396484375
sx7cv2,41.0916137695313,28.0096435546875
sxk92v,41.0311889648438,28.8665771484375
sxk38s,41.0696411132813,28.5040283203125
sxk3xh,41.0696411132813,28.7896728515625
sxk9gu,41.1135864257813,28.9984130859375
sxk8xm,40.8993530273438,29.1522216796875
sxk6kc,41.1849975585938,28.6907958984375
sx7chm,40.9872436523438,27.9656982421875
sxk9vw,41.1245727539063,29.0753173828125
sxk1dw,41.0806274414063,28.2403564453125
sxk1b9,41.0971069335938,28.1524658203125
sxk9e5,41.0641479492188,28.9654541015625
sxk8z7,40.9323120117188,29.1522216796875
sxk1xd,41.0586547851563,28.4600830078125
sxk3kg,41.0202026367188,28.6907958984375
sxk9jm,40.9872436523438,29.0643310546875
sxk9tm,41.0751342773438,29.0643310546875
sxk8xx,40.9103393554688,29.1632080078125
sxk3kt,41.0311889648438,28.6798095703125
sxkd40,41.1355590820313,28.9215087890625
sxk37c,41.0092163085938,28.6468505859375
sxk996,41.0586547851563,28.8885498046875
sxkbgj,40.9432983398438,29.3170166015625
sxk991,41.0531616210938,28.8775634765625
sxk4re,41.1959838867188,28.4600830078125
sxk8zt,40.9432983398438,29.1632080078125
sxkb9s,40.8938598632813,29.2510986328125
sxk9ek,41.0696411132813,28.9764404296875
sxk8ze,40.9323120117188,29.1632080078125
sxk3xx,41.0861206054688,28.8116455078125
sx7cmh,41.0256958007813,27.9986572265625
sxkc5n,40.9927368164063,29.3170166015625
sxkdhz,41.1740112304688,29.0423583984375
sxk1qx,41.0421752929688,28.4161376953125
sxk1zz,41.1300659179688,28.4710693359375
sxk9q2,41.0037231445313,29.1082763671875
sxk9qv,41.0311889648438,29.1302490234375
sxk4rk,41.2014770507813,28.4490966796875
sxk3z7,41.1080932617188,28.8006591796875
sxk9d3,41.0531616210938,28.9324951171875
sxk9hm,40.9872436523438,29.0203857421875
sxk9r9,41.0092163085938,29.1632080078125
sxkdm0,41.1795043945313,29.0533447265625
sxk336,41.0147094726563,28.5369873046875
sxk94n,40.9927368164063,28.9215087890625
sxk97s,41.0256958007813,28.9874267578125
sxk9r5,41.0202026367188,29.1412353515625
sxk93u,41.0256958007813,28.9105224609375
sxk3gd,41.1026000976563,28.6358642578125
sxkd4c,41.1410522460938,28.9544677734375
sxkb8s,40.8938598632813,29.2071533203125
sxk9nf,40.9707641601563,29.1302490234375
sxkdd3,41.2289428710938,28.9324951171875
sxk9kx,41.0421752929688,29.0313720703125
sxk3xs,41.0696411132813,28.8116455078125
sxkc0s,40.9817504882813,29.2071533203125
sxkbj2,40.7839965820313,29.4158935546875
sxk9m8,41.0037231445313,29.0753173828125
sxk323,41.0092163085938,28.4930419921875
sxkdqm,41.2069702148438,29.1082763671875
sxkbgx,40.9542846679688,29.3389892578125
sxk6sr,41.2619018554688,28.6688232421875
sxk3he,40.9762573242188,28.6798095703125
sxkcdj,41.0751342773438,29.2730712890625
sxk1fp,41.1300659179688,28.2183837890625
sxkb96,40.8828735351563,29.2401123046875
sxkdn8,41.1355590820313,29.1192626953125
sxk9c3,41.0971069335938,28.8885498046875
sxk91j,40.9872436523438,28.8775634765625
sxkd81,41.2289428710938,28.8336181640625
sxkfp5,41.1520385742188,29.4927978515625
sxk9r2,41.0037231445313,29.1522216796875
sxk6ds,41.2454223632813,28.5919189453125
sxk96g,41.0202026367188,28.9544677734375
sxk3t5,41.0641479492188,28.7017822265625
sxk1fu,41.1135864257813,28.2513427734375
sxk1tt,41.0751342773438,28.3721923828125
sxk9dc,41.0531616210938,28.9544677734375
sxkbf8,40.9158325195313,29.2950439453125
sxk93t,41.0311889648438,28.8995361328125
sxk90k,40.9817504882813,28.8446044921875
sxk9px,40.9982299804688,29.1632080078125
sxkd31,41.1849975585938,28.8775634765625
sxk9fc,41.0971069335938,28.9544677734375
sxkc62,41.0037231445313,29.2840576171875
sxk3ww,41.0806274414063,28.7677001953125
sxk9nv,40.9872436523438,29.1302490234375
sxk9t8,41.0476684570313,29.0753173828125
sxk9te,41.0641479492188,29.0753173828125
sx7fpz,41.1740112304688,28.1195068359375
sxkcun,41.1245727539063,29.3609619140625
sxkbjz,40.8224487304688,29.4378662109375
sxkbeu,40.8938598632813,29.3499755859375
sxkbjf,40.7949829101563,29.4378662109375
sxk32c,41.0092163085938,28.5150146484375
sxk9su,41.0696411132813,29.0423583984375
sxk6g7,41.2838745117188,28.6248779296875
sxkcd1,41.0531616210938,29.2730712890625
sxk3xb,41.0476684570313,28.8226318359375
sxkcer,41.0861206054688,29.3280029296875
sxkdnb,41.1355590820313,29.1302490234375
sxk98f,41.0586547851563,28.8665771484375
sxk1rz,41.0421752929688,28.4710693359375
sxk9ee,41.0641479492188,28.9874267578125
sxk9pu,40.9817504882813,29.1741943359375
sx7fvf,41.2783813476563,28.0316162109375
sxk3em,41.0751342773438,28.6248779296875
sxkbve,40.9323120117188,29.4268798828125
sxk6k6,41.1904907226563,28.6688232421875
sxk3tf,41.0586547851563,28.7347412109375
sxk9q3,41.0092163085938,29.1082763671875
sxk90m,40.9872436523438,28.8446044921875
sxk3ek,41.0696411132813,28.6248779296875
sxk9e9,41.0531616210938,28.9874267578125
sxkbgm,40.9432983398438,29.3280029296875
sxk6ee,41.2399291992188,28.6358642578125
sxk9ej,41.0751342773438,28.9654541015625
sxk99x,41.0861206054688,28.8995361328125
sxk9hz,40.9982299804688,29.0423583984375
sxkcd4,41.0586547851563,29.2730712890625
sxk9g2,41.0916137695313,28.9764404296875
sxkbg0,40.9158325195313,29.3170166015625
sxkdn9,41.1410522460938,29.1192626953125
sxk4h1,41.1410522460938,28.3062744140625
sxk3rz,41.0421752929688,28.8226318359375
sxk3pc,40.9652709960938,28.8226318359375
sxkd2c,41.1849975585938,28.8665771484375
sxk3ry,41.0366821289063,28.8226318359375
sxk9mn,41.0366821289063,29.0533447265625
sxkbhc,40.7894897460938,29.3939208984375
sx7fme,41.1959838867188,28.0206298828125
sxkbvj,40.9432983398438,29.4049072265625
sxkf1t,41.1630249023438,29.2510986328125
sxkdqj,41.2069702148438,29.0972900390625
sxk9yz,41.1300659179688,29.1302490234375
sxkd1s,41.1575317382813,28.8995361328125
sx7ghc,41.3168334960938,27.9876708984375
sxkc65,41.0202026367188,29.2730712890625
sxk6e4,41.2344360351563,28.6138916015625
sxk9jj,40.9872436523438,29.0533447265625
sxkdpv,41.1630249023438,29.1741943359375
sxk8zj,40.9432983398438,29.1412353515625
sxkc09,40.9652709960938,29.2071533203125
sxkc64,41.0147094726563,29.2730712890625
sxk9bg,41.1080932617188,28.8665771484375
sx7ctz,41.0861206054688,28.0316162109375
sxkd2p,41.2179565429688,28.8336181640625
sxk917,40.9762573242188,28.8885498046875
sxk37e,41.0202026367188,28.6358642578125
sxk9dw,41.0806274414063,28.9434814453125
sxk3jp,40.9982299804688,28.7017822265625
sxk406,41.1465454101563,28.1414794921875
sxk98k,41.0696411132813,28.8446044921875
sxk68d,41.2344360351563,28.5040283203125
sxk92r,41.0421752929688,28.8446044921875
sxk9n5,40.9762573242188,29.0972900390625
sxkbsq,40.9048461914063,29.3719482421875
sxkbgs,40.9378051757813,29.3389892578125
sxk9n6,40.9707641601563,29.1082763671875
sx7ctr,41.0861206054688,28.0096435546875
sxk4jy,41.1685180664063,28.3831787109375
sxk333,41.0092163085938,28.5369873046875
sxkbd0,40.8718872070313,29.2730712890625
sxk9uq,41.1245727539063,29.0203857421875
sxk9dh,41.0696411132813,28.9215087890625
sxk1cy,41.1245727539063,28.2073974609375
sxk6we,41.2399291992188,28.7677001953125
sxkcfe,41.1080932617188,29.2950439453125
sxk91w,40.9927368164063,28.8995361328125
sxk3qp,41.0421752929688,28.7457275390625
sxk9n4,40.9707641601563,29.0972900390625
sxkdkd,41.1904907226563,29.0313720703125
sxk3bq,41.1245727539063,28.4930419921875
sxk3w3,41.0531616210938,28.7567138671875
sx7fr6,41.1904907226563,28.0975341796875
sxk19w,41.0806274414063,28.1964111328125
sxk9yt,41.1190795898438,29.1192626953125
sxk9jw,40.9927368164063,29.0753173828125
sxk3br,41.1300659179688,28.4930419921875
sxk6r8,41.1795043945313,28.8116455078125
sxk3j6,40.9707641601563,28.7127685546875
sxkf1r,41.1740112304688,29.2401123046875
sxk1rw,41.0366821289063,28.4600830078125
sxk97j,41.0311889648438,28.9654541015625
sxkb5r,40.8224487304688,29.3280029296875
sxk98s,41.0696411132813,28.8555908203125
sxk9tj,41.0751342773438,29.0533447265625
sxk6ru,41.2014770507813,28.8226318359375
sxkd9f,41.2344360351563,28.9105224609375
sxkb8p,40.9103393554688,29.1851806640625
sxk367,41.0202026367188,28.5809326171875
sxk9tr,41.0861206054688,29.0643310546875
sx7cxu,41.0696411132813,28.1195068359375
sxk6st,41.2509155273438,28.6798095703125
sxkdkh,41.2014770507813,29.0093994140625
sxk93z,41.0421752929688,28.9105224609375
sxk9tb,41.0476684570313,29.0863037109375
sxk9p4,40.9707641601563,29.1412353515625
sxk3ks,41.0256958007813,28.6798095703125
sxk9nc,40.9652709960938,29.1302490234375
sxk36u,41.0256958007813,28.6029052734375
sxkb9d,40.8828735351563,29.2510986328125
sxk3px,40.9982299804688,28.8116455078125
sxk8yn,40.9487915039063,29.0972900390625
sxk92e,41.0202026367188,28.8555908203125
sxkdpf,41.1465454101563,29.1741943359375
sxk9t3,41.0531616210938,29.0643310546875
sxk99s,41.0696411132813,28.8995361328125
sxkc1c,40.9652709960938,29.2620849609375
sxkd8k,41.2454223632813,28.8446044921875
sxk4pd,41.1465454101563,28.4600830078125
sxk9jt,40.9872436523438,29.0753173828125
sxk3e2,41.0476684570313,28.6248779296875
sxkd44,41.1465454101563,28.9215087890625
sxk6nt,41.1630249023438,28.7677001953125
sxkc0f,40.9707641601563,29.2181396484375
sxkbmk,40.8499145507813,29.4158935546875
sxk3qv,41.0311889648438,28.7786865234375
sxkc10,40.9597778320313,29.2291259765625
sxk98q,41.0806274414063,28.8446044921875
sxkdsb,41.2234497070313,29.0423583984375
sxk9sy,41.0806274414063,29.0423583984375
sxk6nw,41.1685180664063,28.7677001953125
sxkbdw,40.9048461914063,29.2950439453125
sx7ckg,41.0202026367188,27.9876708984375
sxk4hd,41.1465454101563,28.3282470703125
sxk3hd,40.9707641601563,28.6798095703125
sxk6dz,41.2619018554688,28.6029052734375
sxkbk3,40.8334350585938,29.3719482421875
sxk98j,41.0751342773438,28.8336181640625
